account_id,month,payment_status,price_per_hour_compute,price_per_gb_storage,price_per_gb_network,billed_compute_usd,billed_storage_usd,billed_network_usd,billed_amount_usd,cost_compute_usd,cost_storage_usd,cost_network_usd,cost_usd,discount_percent,discount_usd,billed_after_discount_usd,cost_after_discount_usd,prev_month_cost,cost_change,pct_change,anomaly_type,account_name,plan_type,industry,region
A0354,2025-02,Pending,0.026,0.022,0.087,2.52,1.62,1.11,18.24,1.71,1.1,0.76,12.36,0,0.0,18.24,12.36,5.73,6.629999999999999,115.71,SPIKE,Company_354,Standard,Healthcare,EMEA
A0189,2025-01,Paid,0.0245,0.0215,0.086,6.22,1.46,5.75,33.5,4.47,1.05,4.13,24.06,5,1.68,31.82,24.06,11.17,12.889999999999999,115.4,SPIKE,Company_189,Standard,Healthcare,US-West
A0221,2024-04,Paid,0.025,0.023,0.09,1.9,1.28,3.14,14.83,1.42,0.95,2.34,11.05,10,1.48,13.35,11.05,5.13,5.920000000000001,115.4,SPIKE,Company_221,Standard,E-commerce,EMEA
A0418,2024-04,Paid,0.025,0.023,0.09,3.45,2.19,3.36,27.78,2.42,1.53,2.35,19.45,0,0.0,27.78,19.45,9.03,10.42,115.39,SPIKE,Company_418,Pro,E-commerce,US-West
A1227,2025-04,Pending,0.025,0.023,0.09,0.26,0.21,0.11,1.82,0.16,0.13,0.07,1.12,5,0.09,1.73,1.12,0.52,0.6000000000000001,115.38,SPIKE,Company_1227,Free,Healthcare,APAC
A0538,2024-08,Paid,0.026,0.022,0.087,2.47,0.65,1.81,13.34,1.93,0.51,1.42,10.44,15,2.0,11.34,10.44,4.85,5.59,115.26,SPIKE,Company_538,Standard,Telecom,US-East
A0401,2024-11,Paid,0.025,0.023,0.09,0.89,0.38,1.17,8.14,0.69,0.3,0.91,6.35,5,0.41,7.73,6.35,2.95,3.3999999999999995,115.25,SPIKE,Company_401,Standard,SaaS,US-West
A0034,2024-04,Pending,0.025,0.023,0.09,6.79,2.06,6.41,37.37,5.33,1.62,5.04,29.38,0,0.0,37.37,29.38,13.65,15.729999999999999,115.24,SPIKE,Company_34,Pro,Healthcare,LATAM
A0340,2025-03,Paid,0.025,0.023,0.09,1.73,2.29,0.95,17.24,1.27,1.68,0.7,12.63,0,0.0,17.24,12.63,5.87,6.760000000000001,115.16,SPIKE,Company_340,Standard,E-commerce,LATAM
A1155,2024-10,Paid,0.025,0.023,0.09,3.28,2.08,2.12,22.27,2.33,1.48,1.5,15.83,0,0.0,22.27,15.83,7.36,8.469999999999999,115.08,SPIKE,Company_1155,Enterprise,Healthcare,APAC
A0388,2025-05,Pending,0.0245,0.0215,0.086,1.88,1.32,2.12,11.85,1.09,0.76,1.23,6.86,0,0.0,11.85,6.86,3.19,3.6700000000000004,115.05,SPIKE,Company_388,Standard,Telecom,APAC
A0754,2024-02,Paid,0.024,0.02,0.085,1.19,0.59,2.39,12.54,0.91,0.45,1.83,9.59,0,0.0,12.54,9.59,4.46,5.13,115.02,SPIKE,Company_754,Pro,E-commerce,US-West
A0104,2024-10,Paid,0.025,0.023,0.09,2.03,0.78,2.16,11.52,1.48,0.56,1.57,8.36,0,0.0,11.52,8.36,3.89,4.469999999999999,114.91,SPIKE,Company_104,Pro,E-commerce,US-East
A0820,2024-11,Paid,0.025,0.023,0.09,1.51,0.83,1.06,9.46,1.13,0.62,0.8,7.09,10,0.95,8.51,7.09,3.3,3.79,114.85,SPIKE,Company_820,Standard,SaaS,US-West
A0376,2025-09,Paid,0.025,0.023,0.09,4.88,3.24,6.41,32.12,3.9,2.59,5.12,25.66,10,3.21,28.91,25.66,11.95,13.71,114.73,SPIKE,Company_376,Standard,Healthcare,EMEA
A1156,2024-11,Paid,0.025,0.023,0.09,0.66,0.5,0.95,5.73,0.47,0.36,0.68,4.1,5,0.29,5.44,4.1,1.91,2.1899999999999995,114.66,SPIKE,Company_1156,Enterprise,SaaS,EMEA
A0276,2024-09,Paid,0.025,0.023,0.09,2.15,2.23,4.52,22.61,1.66,1.73,3.5,17.5,0,0.0,22.61,17.5,8.16,9.34,114.46,SPIKE,Company_276,Standard,Gaming,US-East
A0308,2024-02,Paid,0.025,0.023,0.09,0.87,0.38,0.87,6.25,0.68,0.3,0.69,4.91,0,0.0,6.25,4.91,2.29,2.62,114.41,SPIKE,Company_308,Enterprise,Gaming,US-East
A1404,2024-05,Paid,0.025,0.023,0.09,1.68,0.56,1.68,9.84,1.22,0.41,1.22,7.16,5,0.49,9.35,7.16,3.34,3.8200000000000003,114.37,SPIKE,Company_1404,Standard,E-commerce,US-West
A1010,2024-06,Paid,0.025,0.023,0.09,5.68,2.9,4.25,31.64,4.42,2.25,3.31,24.63,10,3.16,28.48,24.63,11.49,13.139999999999999,114.36,SPIKE,Company_1010,Standard,Fintech,APAC
A1055,2025-07,Overdue,0.025,0.023,0.09,5.94,3.71,4.92,40.48,4.72,2.95,3.91,32.15,20,8.1,32.38,32.15,15.0,17.15,114.33,SPIKE,Company_1055,Enterprise,E-commerce,APAC
A0869,2024-09,Pending,0.026,0.022,0.087,0.05,0.03,0.06,0.38,0.04,0.02,0.05,0.3,0,0.0,0.38,0.3,0.14,0.15999999999999998,114.29,SPIKE,Company_869,Free,E-commerce,LATAM
A1451,2024-10,Paid,0.024,0.02,0.085,0.02,0.03,0.04,0.26,0.01,0.02,0.02,0.15,10,0.03,0.23,0.15,0.07,0.07999999999999999,114.29,SPIKE,Company_1451,Free,Fintech,APAC
A0183,2025-01,Paid,0.025,0.023,0.09,3.41,1.25,3.19,20.65,2.51,0.92,2.35,15.19,5,1.03,19.62,15.19,7.09,8.1,114.25,SPIKE,Company_183,Standard,Telecom,APAC
A1014,2025-03,Paid,0.0245,0.0215,0.086,7.32,3.12,8.79,42.76,5.17,2.2,6.2,30.16,0,0.0,42.76,30.16,14.08,16.08,114.2,SPIKE,Company_1014,Standard,SaaS,APAC
A0273,2024-12,Paid,0.025,0.023,0.09,5.56,4.85,6.68,43.12,4.31,3.77,5.18,33.45,0,0.0,43.12,33.45,15.62,17.830000000000005,114.15,SPIKE,Company_273,Standard,Fintech,US-West
A0633,2025-04,Paid,0.025,0.023,0.09,5.62,3.16,2.61,30.3,4.05,2.28,1.88,21.83,5,1.52,28.78,21.83,10.21,11.619999999999997,113.81,SPIKE,Company_633,Standard,Gaming,US-East
A0317,2024-07,Paid,0.0245,0.0215,0.086,0.35,0.13,0.38,2.04,0.26,0.1,0.29,1.56,5,0.1,1.94,1.56,0.73,0.8300000000000001,113.7,SPIKE,Company_317,Enterprise,E-commerce,US-West
A0989,2025-08,Paid,0.024,0.02,0.085,1.61,0.75,3.29,17.09,1.12,0.52,2.29,11.88,10,1.71,15.38,11.88,5.56,6.320000000000001,113.67,SPIKE,Company_989,Standard,IoT,US-East
A1070,2024-07,Paid,0.026,0.022,0.087,2.69,1.98,5.42,24.85,2.13,1.57,4.29,19.65,5,1.24,23.61,19.65,9.2,10.45,113.59,SPIKE,Company_1070,Pro,Telecom,US-East
A0049,2025-05,Paid,0.025,0.023,0.09,0.67,0.43,1.16,6.15,0.52,0.33,0.89,4.74,15,0.92,5.23,4.74,2.22,2.52,113.51,SPIKE,Company_49,Standard,E-commerce,LATAM
A0250,2024-03,Overdue,0.024,0.02,0.085,3.49,2.51,5.81,30.81,1.78,1.28,2.97,15.75,5,1.54,29.27,15.75,7.38,8.370000000000001,113.41,SPIKE,Company_250,Enterprise,Telecom,LATAM
A0835,2025-09,Paid,0.025,0.023,0.09,1.51,0.41,0.81,7.8,1.17,0.32,0.63,6.06,15,1.17,6.63,6.06,2.84,3.2199999999999998,113.38,SPIKE,Company_835,Enterprise,E-commerce,APAC
A0817,2024-02,Paid,0.0245,0.0215,0.086,2.98,2.27,5.83,28.26,2.18,1.66,4.26,20.65,10,2.83,25.43,20.65,9.68,10.969999999999999,113.33,SPIKE,Company_817,Enterprise,Gaming,EMEA
A0661,2024-07,Paid,0.025,0.023,0.09,0.56,0.69,1.22,6.5,0.38,0.46,0.82,4.35,10,0.65,5.85,4.35,2.04,2.3099999999999996,113.24,SPIKE,Company_661,Standard,E-commerce,LATAM
A0130,2025-06,Paid,0.026,0.022,0.087,2.6,2.13,2.64,18.64,1.96,1.6,1.98,14.03,0,0.0,18.64,14.03,6.58,7.449999999999999,113.22,SPIKE,Company_130,Pro,E-commerce,US-East
A0557,2024-11,Paid,0.0245,0.0215,0.086,4.6,1.81,1.32,20.94,3.41,1.34,0.97,15.5,0,0.0,20.94,15.5,7.27,8.23,113.2,SPIKE,Company_557,Pro,IoT,US-West
A0549,2025-01,Paid,0.025,0.023,0.09,2.64,1.98,4.37,23.56,1.94,1.46,3.21,17.31,10,2.36,21.2,17.31,8.12,9.19,113.18,SPIKE,Company_549,Pro,Fintech,US-West
A0158,2025-06,Paid,0.025,0.023,0.09,2.58,1.41,2.08,14.67,1.98,1.08,1.59,11.23,0,0.0,14.67,11.23,5.27,5.960000000000001,113.09,SPIKE,Company_158,Standard,IoT,US-West
A0682,2025-05,Paid,0.026,0.022,0.087,1.68,1.69,3.57,16.68,1.1,1.1,2.33,10.91,0,0.0,16.68,10.91,5.12,5.79,113.09,SPIKE,Company_682,Pro,SaaS,US-West
A1027,2024-09,Overdue,0.025,0.023,0.09,2.75,1.44,5.95,33.62,1.91,1.0,4.13,23.31,5,1.68,31.94,23.31,10.94,12.37,113.07,SPIKE,Company_1027,Pro,IoT,EMEA
A0702,2024-02,Paid,0.026,0.022,0.087,4.79,1.92,11.05,48.87,3.26,1.3,7.51,33.23,0,0.0,48.87,33.23,15.6,17.629999999999995,113.01,SPIKE,Company_702,Enterprise,Healthcare,APAC
A0539,2024-08,Pending,0.024,0.02,0.085,3.17,2.78,6.09,28.32,2.41,2.11,4.63,21.53,0,0.0,28.32,21.53,10.11,11.420000000000002,112.96,SPIKE,Company_539,Pro,IoT,US-East
A0187,2025-02,Paid,0.025,0.023,0.09,4.17,2.41,4.99,34.72,2.78,1.61,3.33,23.21,10,3.47,31.25,23.21,10.9,12.31,112.94,SPIKE,Company_187,Standard,SaaS,LATAM
A1046,2024-05,Paid,0.026,0.022,0.087,6.51,4.82,9.52,52.6,3.82,2.83,5.59,30.87,10,5.26,47.34,30.87,14.5,16.37,112.9,SPIKE,Company_1046,Standard,Fintech,APAC
A1290,2024-08,Paid,0.026,0.022,0.087,2.35,1.09,1.71,16.75,1.83,0.85,1.34,13.05,5,0.84,15.91,13.05,6.13,6.920000000000001,112.89,SPIKE,Company_1290,Pro,Fintech,APAC
A0865,2024-07,Pending,0.024,0.02,0.085,5.88,2.36,4.5,31.87,4.15,1.67,3.18,22.5,10,3.19,28.68,22.5,10.57,11.93,112.87,SPIKE,Company_865,Pro,Gaming,APAC
A0623,2025-02,Paid,0.024,0.02,0.085,0.48,0.29,0.55,3.15,0.35,0.22,0.4,2.32,5,0.16,2.99,2.32,1.09,1.2299999999999998,112.84,SPIKE,Company_623,Pro,SaaS,APAC
A0364,2025-03,Paid,0.024,0.02,0.085,1.31,1.39,0.88,12.03,0.89,0.94,0.6,8.13,5,0.6,11.43,8.13,3.82,4.3100000000000005,112.83,SPIKE,Company_364,Standard,Telecom,US-East
A1423,2025-03,Paid,0.026,0.022,0.087,1.96,1.5,0.99,13.3,1.29,0.99,0.65,8.79,10,1.33,11.97,8.79,4.13,4.659999999999999,112.83,SPIKE,Company_1423,Pro,Gaming,EMEA
A1478,2024-08,Paid,0.025,0.023,0.09,4.03,3.26,9.27,41.33,2.19,1.77,5.03,22.45,15,6.2,35.13,22.45,10.55,11.899999999999999,112.8,SPIKE,Company_1478,Enterprise,SaaS,LATAM
A1142,2025-02,Paid,0.026,0.022,0.087,6.32,4.05,3.3,36.63,4.97,3.18,2.6,28.77,0,0.0,36.63,28.77,13.52,15.25,112.8,SPIKE,Company_1142,Pro,Fintech,LATAM
A0145,2025-03,Pending,0.025,0.023,0.09,7.24,2.82,9.04,43.51,5.32,2.07,6.65,32.0,0,0.0,43.51,32.0,15.04,16.96,112.77,SPIKE,Company_145,Standard,E-commerce,LATAM
A0962,2025-02,Paid,0.025,0.023,0.09,3.33,2.46,4.88,25.41,2.6,1.92,3.81,19.84,0,0.0,25.41,19.84,9.33,10.51,112.65,SPIKE,Company_962,Standard,Telecom,US-East
A1228,2025-04,Paid,0.024,0.02,0.085,2.91,1.22,1.49,22.21,2.03,0.85,1.04,15.48,0,0.0,22.21,15.48,7.28,8.2,112.64,SPIKE,Company_1228,Pro,Healthcare,US-East
A1381,2024-09,Paid,0.025,0.023,0.09,4.45,1.42,7.44,36.51,3.47,1.1,5.8,28.43,0,0.0,36.51,28.43,13.37,15.06,112.64,SPIKE,Company_1381,Pro,IoT,EMEA
A0441,2024-05,Paid,0.024,0.02,0.085,0.36,0.35,0.59,3.39,0.25,0.25,0.41,2.36,5,0.17,3.22,2.36,1.11,1.2499999999999998,112.61,SPIKE,Company_441,Pro,Healthcare,APAC
A0478,2024-06,Paid,0.024,0.02,0.085,1.13,0.9,2.07,10.12,0.8,0.63,1.46,7.12,15,1.52,8.6,7.12,3.35,3.77,112.54,SPIKE,Company_478,Pro,Healthcare,EMEA
A0242,2024-12,Pending,0.026,0.022,0.087,4.25,3.2,6.27,30.46,2.89,2.17,4.25,20.67,5,1.52,28.94,20.67,9.73,10.940000000000001,112.44,SPIKE,Company_242,Pro,E-commerce,US-West
A0809,2024-09,Paid,0.025,0.023,0.09,4.44,5.17,10.37,48.94,3.24,3.77,7.57,35.69,0,0.0,48.94,35.69,16.8,18.889999999999997,112.44,SPIKE,Company_809,Standard,Gaming,LATAM
A1069,2024-08,Paid,0.026,0.022,0.087,6.18,1.49,7.3,35.82,4.63,1.11,5.48,26.87,15,5.37,30.45,26.87,12.65,14.22,112.41,SPIKE,Company_1069,Standard,E-commerce,US-East
A1184,2024-10,Paid,0.025,0.023,0.09,4.07,2.17,5.04,25.36,3.06,1.63,3.79,19.05,5,1.27,24.09,19.05,8.97,10.08,112.37,SPIKE,Company_1184,Pro,Fintech,US-East
A1141,2024-02,Paid,0.0245,0.0215,0.086,3.36,0.88,2.33,19.81,2.66,0.69,1.84,15.67,20,3.96,15.85,15.67,7.38,8.29,112.33,SPIKE,Company_1141,Enterprise,Telecom,LATAM
A0440,2025-04,Pending,0.025,0.023,0.09,4.92,1.98,6.58,32.61,3.8,1.53,5.08,25.18,10,3.26,29.35,25.18,11.86,13.32,112.31,SPIKE,Company_440,Standard,Fintech,LATAM
A1354,2025-05,Paid,0.025,0.023,0.09,1.82,2.12,3.44,20.69,1.26,1.47,2.38,14.31,10,2.07,18.62,14.31,6.74,7.57,112.31,SPIKE,Company_1354,Standard,SaaS,US-West
A1211,2025-05,Paid,0.025,0.023,0.09,2.96,3.2,4.04,29.64,2.17,2.35,2.96,21.76,0,0.0,29.64,21.76,10.25,11.510000000000002,112.29,SPIKE,Company_1211,Standard,Gaming,LATAM
A1485,2024-03,Paid,0.024,0.02,0.085,0.82,0.62,0.87,5.97,0.6,0.45,0.64,4.35,0,0.0,5.97,4.35,2.05,2.3,112.2,SPIKE,Company_1485,Standard,Gaming,LATAM
A1465,2025-06,Paid,0.024,0.02,0.085,6.55,3.51,3.66,35.21,4.37,2.35,2.45,23.51,0,0.0,35.21,23.51,11.08,12.430000000000001,112.18,SPIKE,Company_1465,Pro,IoT,APAC
A1432,2025-05,Paid,0.0245,0.0215,0.086,6.33,3.46,3.14,32.31,4.03,2.21,2.0,20.57,0,0.0,32.31,20.57,9.7,10.870000000000001,112.06,SPIKE,Company_1432,Pro,IoT,US-West
A0924,2025-04,Paid,0.024,0.02,0.085,1.74,0.72,1.66,10.7,1.34,0.55,1.28,8.27,0,0.0,10.7,8.27,3.9,4.369999999999999,112.05,SPIKE,Company_924,Standard,SaaS,US-East
A0603,2025-07,Paid,0.024,0.02,0.085,3.11,0.85,2.73,17.54,2.19,0.6,1.92,12.36,0,0.0,17.54,12.36,5.83,6.529999999999999,112.01,SPIKE,Company_603,Pro,Fintech,APAC
A1491,2025-03,Paid,0.025,0.023,0.09,5.6,3.12,6.41,36.09,3.48,1.94,3.98,22.44,0,0.0,36.09,22.44,10.59,11.850000000000001,111.9,SPIKE,Company_1491,Pro,E-commerce,US-East
A0034,2025-09,Paid,0.025,0.023,0.09,3.95,4.38,9.29,48.97,2.84,3.15,6.69,35.26,5,2.45,46.52,35.26,16.64,18.619999999999997,111.9,SPIKE,Company_34,Pro,Healthcare,LATAM
A0374,2025-02,Paid,0.025,0.023,0.09,3.37,1.65,1.27,22.69,2.53,1.24,0.95,17.01,10,2.27,20.42,17.01,8.03,8.980000000000002,111.83,SPIKE,Company_374,Pro,Gaming,LATAM
A1207,2024-06,Paid,0.0245,0.0215,0.086,5.01,2.58,7.88,38.36,3.08,1.59,4.85,23.61,10,3.84,34.52,23.61,11.15,12.459999999999999,111.75,SPIKE,Company_1207,Pro,Fintech,LATAM
A0511,2024-03,Paid,0.024,0.02,0.085,5.56,3.29,5.97,34.23,4.42,2.62,4.75,27.25,15,5.13,29.1,27.25,12.87,14.38,111.73,SPIKE,Company_511,Standard,SaaS,EMEA
A0614,2024-05,Paid,0.025,0.023,0.09,8.09,6.15,8.65,54.96,5.5,4.19,5.88,37.41,10,5.5,49.46,37.41,17.67,19.739999999999995,111.71,SPIKE,Company_614,Standard,Gaming,EMEA
A1315,2024-02,Paid,0.025,0.023,0.09,1.4,1.08,1.81,11.99,1.08,0.83,1.4,9.25,5,0.6,11.39,9.25,4.37,4.88,111.67,SPIKE,Company_1315,Standard,Telecom,US-West
A1273,2024-11,Pending,0.026,0.022,0.087,0.52,0.25,0.32,2.93,0.39,0.19,0.24,2.18,0,0.0,2.93,2.18,1.03,1.1500000000000001,111.65,SPIKE,Company_1273,Standard,E-commerce,APAC
A0353,2025-01,Paid,0.024,0.02,0.085,4.16,3.77,7.32,40.21,3.18,2.87,5.58,30.68,0,0.0,40.21,30.68,14.5,16.18,111.59,SPIKE,Company_353,Pro,Telecom,APAC
A0136,2025-05,Paid,0.026,0.022,0.087,0.57,0.27,0.56,3.16,0.36,0.17,0.35,2.01,0,0.0,3.16,2.01,0.95,1.0599999999999998,111.58,SPIKE,Company_136,Standard,Fintech,LATAM
A0655,2025-01,Paid,0.026,0.022,0.087,3.14,2.7,5.45,30.79,2.51,2.16,4.35,24.58,20,6.16,24.63,24.58,11.62,12.959999999999999,111.53,SPIKE,Company_655,Pro,SaaS,APAC
A0430,2025-08,Paid,0.025,0.023,0.09,3.13,1.85,1.84,18.05,2.42,1.43,1.42,13.96,20,3.61,14.44,13.96,6.6,7.360000000000001,111.52,SPIKE,Company_430,Standard,SaaS,EMEA
A0997,2024-06,Paid,0.025,0.023,0.09,1.39,0.72,1.34,9.64,1.03,0.54,1.0,7.17,10,0.96,8.68,7.17,3.39,3.78,111.5,SPIKE,Company_997,Standard,E-commerce,LATAM
A0900,2025-07,Paid,0.025,0.023,0.09,1.68,0.81,0.97,9.25,1.34,0.65,0.78,7.38,5,0.46,8.79,7.38,3.49,3.8899999999999997,111.46,SPIKE,Company_900,Pro,E-commerce,US-East
A0262,2024-10,Paid,0.025,0.023,0.09,2.23,1.28,1.83,12.65,1.62,0.93,1.33,9.17,0,0.0,12.65,9.17,4.34,4.83,111.29,SPIKE,Company_262,Standard,Gaming,US-East
A0426,2025-01,Paid,0.025,0.023,0.09,7.16,5.45,10.35,53.81,5.3,4.04,7.67,39.86,15,8.07,45.74,39.86,18.87,20.99,111.23,SPIKE,Company_426,Pro,Gaming,APAC
A0556,2024-09,Paid,0.024,0.02,0.085,3.53,0.65,4.04,19.51,2.62,0.48,3.0,14.48,10,1.95,17.56,14.48,6.86,7.62,111.08,SPIKE,Company_556,Pro,SaaS,APAC
A0899,2024-02,Paid,0.025,0.023,0.09,2.99,2.12,3.98,20.5,1.96,1.39,2.61,13.42,5,1.02,19.48,13.42,6.36,7.06,111.01,SPIKE,Company_899,Standard,IoT,US-West
A0572,2024-03,Paid,0.026,0.022,0.087,6.17,1.6,3.24,37.04,4.35,1.13,2.28,26.1,0,0.0,37.04,26.1,12.37,13.730000000000002,110.99,SPIKE,Company_572,Pro,Gaming,US-East
A1101,2025-09,Paid,0.026,0.022,0.087,3.16,1.88,5.66,26.4,2.35,1.4,4.21,19.62,10,2.64,23.76,19.62,9.3,10.32,110.97,SPIKE,Company_1101,Pro,IoT,US-West
A0685,2024-04,Paid,0.024,0.02,0.085,2.44,0.69,1.44,12.17,1.85,0.52,1.09,9.24,10,1.22,10.95,9.24,4.38,4.86,110.96,SPIKE,Company_685,Pro,Healthcare,LATAM
A1247,2024-10,Paid,0.025,0.023,0.09,0.4,0.29,0.82,3.77,0.31,0.23,0.63,2.91,10,0.38,3.39,2.91,1.38,1.5300000000000002,110.87,SPIKE,Company_1247,Enterprise,Healthcare,US-West
A0850,2024-09,Pending,0.0245,0.0215,0.086,1.11,0.67,1.77,8.08,0.78,0.47,1.24,5.65,5,0.4,7.68,5.65,2.68,2.97,110.82,SPIKE,Company_850,Pro,Telecom,EMEA
A0047,2025-07,Paid,0.026,0.022,0.087,1.59,0.62,0.61,8.18,1.18,0.46,0.45,6.07,10,0.82,7.36,6.07,2.88,3.1900000000000004,110.76,SPIKE,Company_47,Enterprise,IoT,US-West
A1092,2025-06,Paid,0.024,0.02,0.085,3.98,2.96,6.57,31.57,2.96,2.21,4.9,23.54,10,3.16,28.41,23.54,11.17,12.37,110.74,SPIKE,Company_1092,Enterprise,Telecom,EMEA
A0825,2024-12,Paid,0.024,0.02,0.085,5.75,3.04,10.44,49.69,3.9,2.06,7.08,33.67,10,4.97,44.72,33.67,15.98,17.69,110.7,SPIKE,Company_825,Standard,Healthcare,US-West
A1140,2025-05,Paid,0.025,0.023,0.09,1.07,0.99,0.45,8.26,0.8,0.74,0.34,6.17,0,0.0,8.26,6.17,2.93,3.2399999999999998,110.58,SPIKE,Company_1140,Pro,IoT,US-East
A1097,2024-03,Paid,0.026,0.022,0.087,2.8,1.42,2.52,16.08,2.13,1.08,1.92,12.23,0,0.0,16.08,12.23,5.81,6.420000000000001,110.5,SPIKE,Company_1097,Pro,Healthcare,US-West
A0935,2024-04,Paid,0.0245,0.0215,0.086,0.95,0.37,1.82,8.43,0.75,0.29,1.45,6.69,0,0.0,8.43,6.69,3.18,3.5100000000000002,110.38,SPIKE,Company_935,Standard,E-commerce,US-West
A0367,2024-07,Pending,0.025,0.023,0.09,6.42,1.59,3.73,35.58,4.9,1.22,2.85,27.14,0,0.0,35.58,27.14,12.92,14.22,110.06,SPIKE,Company_367,Standard,E-commerce,LATAM
A1002,2024-07,Paid,0.025,0.023,0.09,0.4,0.23,0.38,2.48,0.3,0.18,0.29,1.89,5,0.12,2.36,1.89,0.9,0.9899999999999999,110.0,SPIKE,Company_1002,Free,Fintech,APAC
A0174,2024-12,Paid,0.025,0.023,0.09,1.17,1.32,3.13,15.34,0.8,0.91,2.14,10.5,10,1.53,13.81,10.5,5.0,5.5,110.0,SPIKE,Company_174,Pro,Gaming,US-West
A0801,2024-07,Paid,0.0245,0.0215,0.086,0.29,0.08,0.16,1.66,0.22,0.06,0.12,1.26,5,0.08,1.58,1.26,0.6,0.66,110.0,SPIKE,Company_801,Free,IoT,US-East
A0508,2024-10,Paid,0.024,0.02,0.085,0.04,0.03,0.06,0.34,0.02,0.02,0.03,0.21,5,0.02,0.32,0.21,0.1,0.10999999999999999,110.0,SPIKE,Company_508,Free,Gaming,LATAM
A0480,2024-04,Paid,0.026,0.022,0.087,0.1,0.03,0.09,0.59,0.07,0.02,0.06,0.42,5,0.03,0.56,0.42,0.2,0.21999999999999997,110.0,SPIKE,Company_480,Free,IoT,EMEA
A0890,2025-08,Paid,0.025,0.023,0.09,2.14,1.08,3.2,15.33,1.68,0.85,2.51,12.03,5,0.77,14.56,12.03,5.73,6.299999999999999,109.95,SPIKE,Company_890,Pro,Fintech,LATAM
A1286,2024-11,Paid,0.025,0.023,0.09,5.43,1.41,3.48,28.68,3.21,0.84,2.06,16.96,0,0.0,28.68,16.96,8.08,8.88,109.9,SPIKE,Company_1286,Pro,Telecom,US-West
A0068,2025-07,Pending,0.025,0.023,0.09,4.58,3.14,5.78,30.58,3.64,2.5,4.59,24.32,20,6.12,24.46,24.32,11.59,12.73,109.84,SPIKE,Company_68,Pro,Gaming,LATAM
A1201,2024-06,Paid,0.025,0.023,0.09,2.42,2.05,3.07,21.16,1.86,1.57,2.36,16.24,0,0.0,21.16,16.24,7.74,8.499999999999998,109.82,SPIKE,Company_1201,Enterprise,Fintech,US-East
A1200,2024-02,Pending,0.024,0.02,0.085,5.1,1.78,1.41,26.49,3.41,1.19,0.94,17.73,10,2.65,23.84,17.73,8.45,9.280000000000001,109.82,SPIKE,Company_1200,Standard,Healthcare,APAC
A0822,2025-06,Paid,0.024,0.02,0.085,0.23,0.1,0.13,1.22,0.16,0.07,0.09,0.86,10,0.12,1.1,0.86,0.41,0.45,109.76,SPIKE,Company_822,Free,SaaS,EMEA
A0794,2024-04,Paid,0.025,0.023,0.09,1.43,1.31,2.42,12.92,1.01,0.92,1.7,9.08,5,0.65,12.27,9.08,4.33,4.75,109.7,SPIKE,Company_794,Standard,Telecom,US-West
A0309,2024-11,Paid,0.026,0.022,0.087,8.68,4.84,2.59,43.99,6.08,3.39,1.82,30.82,5,2.2,41.79,30.82,14.7,16.12,109.66,SPIKE,Company_309,Pro,E-commerce,US-West
A0701,2025-08,Paid,0.026,0.022,0.087,5.96,3.13,7.16,36.38,3.66,1.92,4.4,22.35,0,0.0,36.38,22.35,10.66,11.690000000000001,109.66,SPIKE,Company_701,Pro,E-commerce,LATAM
A0127,2024-06,Pending,0.025,0.023,0.09,5.01,3.56,7.9,37.56,3.95,2.81,6.23,29.62,0,0.0,37.56,29.62,14.13,15.49,109.62,SPIKE,Company_127,Pro,IoT,US-West
A1151,2024-11,Paid,0.025,0.023,0.09,2.23,3.23,5.13,29.5,1.74,2.51,3.99,22.95,20,5.9,23.6,22.95,10.95,12.0,109.59,SPIKE,Company_1151,Standard,Gaming,APAC
A0473,2024-12,Paid,0.025,0.023,0.09,3.82,0.87,3.66,22.51,2.97,0.68,2.85,17.5,5,1.13,21.38,17.5,8.35,9.15,109.58,SPIKE,Company_473,Enterprise,Gaming,APAC
A0083,2025-04,Paid,0.025,0.023,0.09,5.37,3.63,5.1,34.12,4.22,2.85,4.01,26.8,0,0.0,34.12,26.8,12.79,14.010000000000002,109.54,SPIKE,Company_83,Enterprise,Telecom,US-East
A0525,2024-05,Paid,0.025,0.023,0.09,2.14,1.51,1.18,12.74,1.52,1.07,0.83,9.03,10,1.27,11.47,9.03,4.31,4.72,109.51,SPIKE,Company_525,Pro,Fintech,LATAM
A0391,2024-11,Paid,0.026,0.022,0.087,2.06,1.51,3.16,15.33,1.6,1.17,2.46,11.92,0,0.0,15.33,11.92,5.69,6.2299999999999995,109.49,SPIKE,Company_391,Enterprise,Telecom,LATAM
A1376,2025-01,Pending,0.024,0.02,0.085,0.35,0.12,0.27,2.04,0.19,0.06,0.15,1.11,0,0.0,2.04,1.11,0.53,0.5800000000000001,109.43,SPIKE,Company_1376,Free,Healthcare,LATAM
A0016,2025-04,Paid,0.024,0.02,0.085,1.65,1.48,1.81,16.6,1.11,1.0,1.22,11.16,0,0.0,16.6,11.16,5.33,5.83,109.38,SPIKE,Company_16,Standard,Healthcare,US-East
A0296,2024-08,Paid,0.026,0.022,0.087,2.36,1.12,2.33,13.92,1.71,0.81,1.68,10.07,15,2.09,11.83,10.07,4.81,5.260000000000001,109.36,SPIKE,Company_296,Pro,Healthcare,EMEA
